Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI
174.85621309141914,174.9659289686177,172.19312612955457,172.43251037597656,64189300,0.0,0.0,,
170.46761380432906,173.55958051659098,169.4901395151607,172.5522003173828,55980100,0.0,0.0,,
172.6020684613408,173.22045874030823,171.00620392422798,172.99105834960938,43816600,0.0,0.0,,
171.4351148591958,172.61205327063868,170.2082876033844,170.65713500976562,57157000,0.0,0.0,,
169.92901121450438,170.93640668147964,165.24117968890843,166.45802307128906,70625300,0.0,0.0,171.0181854248047,
166.47796968744774,168.52266646068966,166.3981749351079,167.78457641601562,58499100,0.0,0.0,170.0885986328125,
168.58249574245585,170.7269243765725,168.43287488610179,169.8491973876953,51131000,0.0,0.0,169.547998046875,
168.9116498560739,170.4576255627833,167.46539095218353,170.32797241210938,44846000,0.0,0.0,169.015380859375,
170.5573703976512,173.77900535487174,169.67964338741967,173.51968383789062,56934900,0.0,0.0,169.587890625,
175.06568529128302,177.3198299896822,175.00584303139613,177.11038208007812,77334800,0.0,0.0,171.7183624267578,
173.78899868906478,176.36232238453803,172.90130299413468,176.1927490234375,79763700,0.0,0.0,173.39999694824218,
175.92345372436816,178.9655467706447,175.75389558750595,178.7660675048828,63841300,0.0,0.0,175.1833709716797,
178.71618427838777,181.9677554907887,178.50673638734708,181.349365234375,70530000,0.0,0.0,177.3876495361328,
181.8779999252986,182.97514348481917,181.119957416558,182.41659545898438,49340300,0.0,0.0,179.16703186035156,
182.48641506319984,183.64340083860955,181.33938270457128,181.93783569335938,53763500,0.0,0.0,180.1325225830078,68.73769376399821
183.73554918405551,186.33224183036495,183.29610748335608,186.16244506835938,66133400,0.24,0.0,182.1264617919922,73.09239900646563
185.58320330783454,185.79292715545378,183.97525443893107,184.5644989013672,43627500,0.0,0.0,183.28614807128906,68.89344570603846
187.46078926458034,187.87027041189003,186.06257954125826,187.2011260986328,60108400,0.0,0.0,184.4565002441406,76.74347474972707
187.61060123560034,189.25849230239072,187.54068313200264,187.7703857421875,53790500,0.0,0.0,185.52725830078126,89.03214339808663
189.32842548097503,190.7166535006721,188.40958448838913,189.46824645996094,54412900,0.0,0.0,187.03334045410156,89.17931002158767
190.0075413320201,190.13738053383017,188.32968967482697,189.44825744628906,50922700,0.0,0.0,187.6905029296875,88.23801545424992
189.64799944733292,191.665429382446,189.63801767771372,191.2060089111328,46505100,0.0,0.0,189.01880493164063,88.79710688193032
191.16607193396044,191.27593236021258,189.49820200038192,190.3970489501953,38134500,0.0,0.0,189.65798950195312,84.40997734570847
191.2459711599096,192.68412322684492,190.58680860464136,191.06619262695312,39617700,0.0,0.0,190.31715087890626,82.30154817218488
190.6267522263334,190.6567127754737,189.00882161538343,189.7279052734375,24048300,0.0,0.0,190.36908264160155,80.72953546797552
189.67796542618484,190.42700963133007,188.6592610401712,189.54812622070312,40552600,0.0,0.0,190.38905639648436,77.46391395161372
189.53814363581148,190.83648996701584,189.1586230302466,190.1573486328125,38415400,0.0,0.0,190.1793243408203,74.94412591848693
190.6567110591483,191.84519696215938,188.72917796487158,189.128662109375,43014200,0.0,0.0,189.92564697265624,69.05009787447814
189.59805583906353,190.0774550781323,187.95016476787455,189.70791625976562,48794400,0.0,0.0,189.65399169921875,71.92785279116995
190.08744814709164,191.31587638662512,188.98884387476514,190.9962921142578,45679300,0.0,0.0,189.9076690673828,66.35139780550574
189.73788550270768,189.80780360969626,187.21111095010338,189.18858337402344,43389500,0.0,0.0,189.83576049804688,65.422965583789
189.9676069826232,194.15225453151382,189.9376311938118,193.1735076904297,66628400,0.0,0.0,190.43899230957032,68.27623304314693
194.20219588541244,194.51179839270407,191.86518156649146,192.07492065429688,41089700,0.0,0.0,191.0282440185547,62.75906923227221
193.3832466328422,194.7514958553385,193.34328907401897,194.02243041992188,47477700,0.0,0.0,191.89114685058593,63.30218557267102
193.95250119525352,195.74022848621226,193.4231778662606,195.46058654785156,53377300,0.0,0.0,192.78400573730468,66.217675695877
192.86390450431702,193.2434251153588,191.17605577332816,192.93380737304688,60943700,0.0,0.0,193.53305053710938,54.4749157641063
192.83394068150258,194.47185005596947,191.47567325589517,194.4618682861328,52696900,0.0,0.0,193.79072265625,60.14962768340745
194.84136518523079,197.74766021246222,194.60168080481918,197.7077178955078,70404200,0.0,0.0,194.9172821044922,64.69287215490777
197.7676470402107,199.36559885225122,195.91001681969797,197.85752868652344,66831600,0.0,0.0,195.6843017578125,68.98317754611799
197.27826448828358,198.14715087461823,196.74894114495982,197.31822204589844,128256700,0.0,0.0,196.0558288574219,67.84404971738742
195.84009240695235,196.37941274614911,194.14226199411678,195.64035034179688,55751900,0.0,0.0,196.59713745117188,62.00260538446122
195.9100211150961,196.69900764893433,195.64036093090226,196.68902587890625,40714100,0.0,0.0,197.04256896972657,66.53559914831699
196.64906488656985,197.4280696367784,194.5817108154297,194.5817108154297,52242800,0.0,0.0,196.41736755371093,59.991816576188114
195.85008847188206,196.8288352539667,193.25339591934758,194.431884765625,46482500,0.0,0.0,195.73223876953125,57.388250072026864
194.93125981716426,195.16097768282282,192.72408472397143,193.35328674316406,37122800,0.0,0.0,194.9392517089844,59.24615536798573
193.36326950926926,193.6429114660523,192.5842647383245,192.80398559570312,28919300,0.0,0.0,194.37197875976562,49.031937236817804
192.2446918123762,193.2533991590325,190.8464668609015,192.90383911132812,48087700,0.0,0.0,193.61494140625,52.29148669078344
193.8925816105714,194.41192317414902,192.92381658822248,193.3332977294922,34049900,0.0,0.0,193.3652587890625,47.92039835816318
193.6528866387712,194.15224943592054,191.48565392786432,192.28463745117188,42628800,0.0,0.0,192.93580932617186,40.18518745561528
186.91148197073747,188.1998464738089,183.65564213979312,185.40341186523438,82488700,0.0,0.0,191.34583435058593,31.66342672682849
183.98523720408434,185.64312541116854,183.19623542052355,184.01519775390625,58414500,0.0,0.0,189.58807678222655,24.387840534395167
181.91786126981452,182.8566657686289,180.64949073484405,181.6781768798828,71983600,0.0,0.0,187.3429443359375,8.867263179162052
181.75807721578167,182.5270849545475,179.94038931104083,180.9490966796875,62303300,0.0,0.0,184.86610412597656,7.864611416025511
181.85793785162858,185.3634744030773,181.26869341477493,185.32351684570312,59144500,0.0,0.0,183.4738800048828,24.905971413777493
183.68560631116785,184.91403450398255,182.4971204361262,184.904052734375,42841800,0.0,0.0,183.37400817871094,26.29026127369579
184.1150616539879,186.16243684463709,183.68560174206004,185.9527130126953,46792900,0.0,0.0,183.76151123046876,26.290211597599964
186.30227140341123,186.8116312253992,183.38599440680028,185.35348510742188,49128400,0.0,0.0,184.49657287597657,28.166325264102625
185.8228806652798,186.50202199031025,184.95399427937303,185.6830596923828,40444700,0.0,0.0,185.44336547851563,29.475147001653127
181.92785303160176,184.0251675797272,180.69940961126105,183.39598083496094,65603000,0.0,0.0,185.0578582763672,27.893522282567446
181.03899778578932,182.69687073658065,180.07023271320105,182.4471893310547,47317400,0.0,0.0,184.5664855957031,27.40736006731761
185.85284631993997,188.89896249818116,185.59318314580958,188.38961791992188,78005800,0.0,0.0,185.05386657714843,42.15281225995102
189.0887183865945,191.70537456415155,188.57937382023326,191.3158721923828,68741000,0.0,0.0,186.24634399414063,46.77316219073718
192.05492857381827,195.0810658067958,192.01497101731607,193.6428985595703,60133900,0.0,0.0,187.83831176757812,52.08716208326514
194.77147463800853,195.50054007343732,193.5829887121662,194.93125915527344,42355600,0.0,0.0,190.14536743164064,67.6797815513501
195.17094665603798,196.12972989673594,194.09232122500626,194.2521209716797,53631300,0.0,0.0,192.50635375976563,69.50891483665875
194.97121130627824,196.01987622583772,192.86389969740193,193.92254638671875,54822100,0.0,0.0,193.612939453125,75.26792062609384
194.02242258764997,194.5117883684032,191.69539015879974,192.17477416992188,44594000,0.0,0.0,193.78471984863282,72.23102575910865
191.7652986896417,191.95505899363846,189.3384027747614,191.48565673828125,47145600,0.0,0.0,193.353271484375,64.28904026415344
190.69666737031972,191.555571990795,187.2310883397439,187.80035400390625,55859400,0.0,0.0,191.92709045410157,55.83265935243751
186.8016282425468,186.86156457918568,184.1150691979485,184.1649932861328,55467800,0.0,0.0,189.9096649169922,46.73952367435311
183.75553426493718,186.711753597556,183.58575273645212,186.6218719482422,64885400,0.0,0.0,188.44953002929688,52.16650429287125
179.6307873390829,187.09126880325113,179.0215641124459,185.6131591796875,102518000,0.0,0.0,187.13720703125,49.88331165645485
187.91021340302518,189.0088176462439,185.603159731609,187.44081115722656,69668800,0.0,0.0,186.32823791503907,56.85741810377833
186.62186866256275,189.06874336664646,186.53198701483143,189.0587615966797,43490800,0.0,0.0,186.57991943359374,60.96027351105346
190.39705313348986,190.80653429845782,188.36964132757223,189.1686248779297,53439000,0.0,0.0,187.5806457519531,51.60098668922864
189.14864558456097,189.2984483326332,187.11125201406017,188.08001708984375,40962000,0.0,0.0,187.87227478027344,42.806435046075585
188.64999389648438,189.99000549316406,188.0,188.85000610351562,45155200,0.24,0.0,188.51964416503907,38.552526369420434
188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900,0.0,0.0,188.46148071289062,31.773423488144843
185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500,0.0,0.0,187.65772705078126,29.77738326522409
185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500,0.0,0.0,186.65400085449218,29.06230303093706
183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500,0.0,0.0,185.80999755859375,30.998660288683027
183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49701400,0.0,0.0,184.5019958496094,29.825137052022725
181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600,0.0,0.0,183.38399658203124,34.24552098629985
181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41529700,0.0,0.0,182.83999938964843,44.55102870384307
183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,52292200,0.0,0.0,182.88399963378907,43.18553946715895
185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119700,0.0,0.0,182.61600036621093,41.09322645304669
182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400,0.0,0.0,182.38600158691406,31.413778996733555
181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900,0.0,0.0,182.60000305175782,30.80791562160917
